CC1(C)C(=O)NC1S(=O)(=O)C1=CC=CC=C1
CC1=CN=C(NC(=O)C2=C(O)C3=CC=CC=C3S(=O)(=O)N2C)S1
CC(=O)OC1=CC=CC=C1C(=O)O
O=C1C(Br)=C(Br)C(=O)C(Br)=C1Br
C1=CSC(=C2SC=CS2)S1
FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I
FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I
FC(F)(I)C(F)(F)I
FC1=C(F)C(F)=C2C(F)=C(F)C(F)=C(F)C2=C1F
C1=CC=C(C2=CC=CC=C2)C=C1
C1=CC=C2C(=C1)C1=CC=CC=C21
C1CSC2=C(S1)SC(=C1SC3=C(SCCS3)S1)S2
CC1=CC(=C(C#N)C#N)C(C)=CC1=C(C#N)C#N
N#CC(C#N)=C1C=C(Cl)C(=C(C#N)C#N)C=C1Cl
C1COC2=C(O1)SC(=C1SC3=C(OCCO3)S1)S2
O=C(O)C1=CC=CC([N+](=O)[O-])=C1
O=C(O)C1=CC=C(F)C=C1
NC(=O)C1=CC=C([N+](=O)[O-])C=C1
C(#CC1=CC=CC=C1)C1=CC=CC=C1
FC1=C(F)C(F)=C(C#CC2=C(F)C(F)=C(F)C(F)=C2F)C(F)=C1F
FC(F)(F)C1=CC(Br)=C2N=C(C3=CC=C(Cl)C=C3)C=NC2=C1
FC(F)(F)C1=CC(Br)=C2N=CC(C3=CC=C(Cl)C=C3)=NC2=C1
C1=CN=C(N=NC2=NC=C(NC3=NC=CC=N3)C=N2)N=C1
C1=CNC=N1
O=[N+]([O-])C1=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C1
CC(=O)N1C=C(C)C2=CC=CC=C21
CCN1C=NC2=C(N)N=CN=C21
CC12CC(C)(CC(C)(C(=O)NC3=CC=CC4=CC=CN=C34)C1)C(=O)NC2=O
CC(C)CC(NS(=O)(=O)C(F)(F)F)C(=O)O
CC(C)(C)C1=CC2=C(OC(NC3=CC(Cl)=CC4=C3OC3(C(=O)NC5=CC=CC=N5)C(CC5=CC=CC=C5C3O)C4)=N2)C(C(C)(C)C)=C1
CC12CC3=C(CC1CCC1C2CCC2(C)C1CCC2(C)O)NN=C3
CC12CC3=CNN=C3CC1CCC1C2CCC2(C)C1CCC2(C)O
CCNCC
CC1(C)C2CCC1(C)C(O)(C#CC#CC1(O)CC3CCC1(C)C3(C)C)C2
O=C(O)C(O)C1=CC=CC=C1
O=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1OCCOCCOC1=CC=CC=C1P(=O)(C1=CC=CC=C1)C1=CC=CC=C1
C#CC1(O)C2=CC=CC(Cl)=C2C(O)(C#C)C2=CC=CC(Cl)=C21
CCC(C(=O)[O-])[N+]12CCC(CC1)CC2
NC1=NC(C2=CSC(N)=N2)=CS1
C1=NC=CC(C2=NN=C(C3=CC=NC=C3)O2)=C1
CCOC1=CC=CC=C1C1C(C(=O)O)C(C2=CC=CC=C2OCC)C1C(=O)O
CCOC1=CC=CC=C1C=CC(=O)O
C1=CC=C2N=C3C=CC=CC3=CC2=C1
CN(C(=O)N(C)C1=CC=C(C(=O)O)C=C1)C1=CC=C(C(=O)O)C=C1
[NH3+]CC(=O)[O-]
C#CC1=CC=C(C#C)C=C1
CC(=O)C1=CC=CC(C(C)=O)=C1
O=CC1=CC=C(C=O)C=C1
O=C(O)C1=CC=CN=C1
C1=NC=CC(SSC2=CC=NC=C2)=C1
O=C(O)COC1=CC=C(OCC(=O)O)C=C1
O=C(O)C1CC(C(=O)O)C(C(=O)O)C1C(=O)O
O=C(O)C1=CN=CC(C(=O)O)=C1
COC(=O)C1=CC(O)=C(O)C(O)=C1
CN1SC(Cl)=CC1=O
O=C(CC1=CC=CC2=C1N=NN2)C1=CC=C(F)C=C1
O=C(CC1=CC=CC2=C1NN=N2)C1=CC=C(F)C=C1
O=C1C(=CC2=CC=NC=C2)CCCC1=CC1=CC=NC=C1
O=C(O)C1=CC=CC(C(=O)O)=C1
COC1=CC(C=CC(=O)C=C(O)C=CC2=CC=C(O)C(OC)=C2)=CC=C1O
OC1=CC=CC(O)=C1O
CC(=CC=C(C)C(=O)O)C(=O)O
C1=CC=C2C=C(CSC3=CC=NC=C3)C(CSC3=CC=NC=C3)=CC2=C1
C1=CC2=CC=CC(C3=CC=NC=C3)=C2C(C2=CC=NC=C2)=C1
CC(=CC1C(C=C(C)C(=O)O)C(C)(C(=O)O)C1(C)C(=O)O)C(=O)O
CN(C)C(=O)C=CC(=O)N(C)C
S=C1NCC2=CC=C(C=C2)CNC(=S)C2=CC=CC(=N2)C(=S)NCC2=CC=C(C=C2)CNC(=S)C2=CC=CC1=N2
CN(C)C(=O)CCC(=O)N(C)C
C1=CC=C2C(=C1)C=NC1=CC=CC=C12
FC1=CC(F)=CC(C#CI)=C1
C1=COC(C2=CC=C(C3=CC=NC=C3)S2)=C1
O=[N+]([O-])C1=CC(C#CI)=CC([N+](=O)[O-])=C1
C1=CSC(C2=CC=C(C3=CC=NC=C3)S2)=C1
FC1=C(F)C(F)=C(I)C(F)=C1F
C1=CC=C2C(=C1)C=CC1=CN=NN12
O=C(O)CCCCC(=O)O
FC1=C(I)C(F)=C(I)C(F)=C1I
C1=CC2=CN=NN2C=C1
OC1=CC=C(Cl)C=C1
C1CN2CN3CN1CN(C2)C3
CC1=CC(O)=CC(C)=C1Cl
O=C(O)CCSC1=CC(=O)C(=O)C2=CC=CC=C12
O=C(O)C1=CC=CC=C1SSC1=CC=CC=C1C(=O)O
CC1=NC2=CC=C(C(=O)C3=CC=CC=C3)C=C2N=C1C
CC(=NO)C(C)=NO
O=C(NC1=CC=CC=C1)NC1=CC=CC2=NC=CC=C12
NC1=CC=CC2=CC=CN=C12
O=C(O)C1=CC=C(C(=O)O)C=C1
O=C1NC=NC2=CC=CC=C12
CC1=C(SCC(=O)O)C(=O)C2=CC=CC=C2C1=O
O=C(O)CN1C(=O)C2=CC=CC=C2C1=O
O=C(O)C1CCCCC1C(=O)O
C1=CC=C2SC=NC2=C1
O=[N+]([O-])C1=CC=C(O)C([N+](=O)[O-])=C1
O=C([O-])C[NH+]1CCCCC1
O=C(O)C=CC1=CSC=C1
BrCCCCCCBr
CN1C(=NN)SC2=C1C=C1C(=C2)SC(=NN=C2SC3=CC=CC=C3N2C)N1C
O=CN1CCCCC1
NC1=CC=C(S(=O)(=O)N=C2NC=CS2)C=C1
FC1=C(F)C(Br)=C(F)C(F)=C1Br
C1=CC=C(C2=CN=C(C3=CC=CC=C3)O2)C=C1
O=C(O)C1=C(F)C(F)=C(C(=O)O)C(F)=C1F
FC1=C(F)C(C2=C(F)C(F)=C(Br)C(F)=C2F)=C(F)C(F)=C1Br
NC(CCCC[NH3+])C(=O)[O-]
CC(C)(CO)C(O)C(=O)NCCC(=O)O
OC1CCCCC1O
C[N+]1([O-])CCOCC1
CC(C)(C)C1=CC(C2=CN(CP(=O)(C3=CC=CC=C3)C3=CC=CC=C3)N=N2)=CC(C(C)(C)C)=C1
C1=CC2=NC(=C1)C1=NC(=CC=C1)CCCC1=CC=C(C=C1)OCCCCOC1=CC=C(C=C1)CCC2
O=P(C1CCCCC1)(C1CCCCC1)C1CCCCC1
CC(C)(OO)OO
N#CC1=CC=C(C2=CC=C(C#N)C=C2)C=C1
O=[N+]([O-])C1=CC=C(C2=CC=C([N+](=O)[O-])C=C2)C=C1
CCCCCCC(NS(=O)(=O)C1=CC=C(C)C=C1)C1=CNC(C2=CC=CC=C2)=N1
CCCCCCC(NS(=O)(=O)C1=CC=C(C)C=C1)C1=CN=C(C2=CC=CC=C2)N1
CC(C)C1=CC(=O)N(C2=CC=CC=C2)N1
CC(C)C1=NN(C2=CC=CC=C2)C(O)=C1
C1=CC=C2C(=C1)SC1=CC=CC=C12
COC1=CC2=C(C=C1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43
C#CC(O)(C1=CC=CC=C1)C1=CC=CC=C1Br
CCOP(=O)(OCC)C(C)=C(C=CC1=CC=C([N+](=O)[O-])C=C1)C(F)(F)F
O=[N+]([O-])C1=CC=C([N+](=O)[O-])C=C1
O=C1C=CC(=O)C=C1
NC1=CC=C([N+](=O)[O-])C=C1[N+](=O)[O-]
ClC1=CC=C(C2=NN(C3=NC([N+]4=CN=CC=N4)=C([C-]4C=CC=C4)S3)C(C3=CC=C(Cl)C=C3)C2)C=C1
ClC1=CC=C(C2=NN(C3=NC(C4=CC=CC=C4)=C(N4C=NC=N4)S3)C(C3=CC=C(Cl)C=C3)C2)C=C1
C[N+]1(CC(=O)[O-])CCCCC1
C1=CC=C2SC(=C3SC4=CC=CC=C4S3)SC2=C1
NC1=CC=C([N+](=O)[O-])C=C1
NC(=S)NNC(=O)C1=CC=CC=C1N
NC(=S)NNC(=O)C1=NSN=C1N
CCN1C(Br)=NC2=C(N)N=CN=C21
CCC1(C2=CC=CC=C2)C(=O)NC(=O)NC1=O
CCC1(CC)C(=O)NC(=O)NC1=O
NC1=CC=CC=N1
CN(C)P(=O)(N(C)C)N(C)C
CN1C=CN=C1
CN1C=CC=CC1=O
NC1=NC2=CC=C(Br)C=C2S1
CC1=CC=C2C=CC=CC2=N1
CCC1=CC=CN=C1
CCC1CCCCN1
O=C(NC1=CC=C(NC(=O)C(O)C2=CC=CC=C2)C=C1)C(O)C1=CC=CC=C1
OC12OC3CC1C(C3Br)C2(Cl)Cl
O=C1C2CC(O)C(Br)C2C1(Cl)Cl
CN1C(=O)CN=C(C2=CC=CC=C2)C2=CC(Br)=CC=C21
OC(O)C(Cl)(Cl)Cl
O=C1C(Br)=CC(=C2C=C(Br)C(=O)C(Br)=C2)C=C1Br
COC1=C(OC)C(OC)=CC(C=CC2=CC(C=CC3=CC(OC)=C(OC)C(OC)=C3)=CC(C=CC3=CC(OC)=C(OC)C(OC)=C3)=C2)=C1
CC(=O)C(C)=O
CC1=CC=C(S(=O)(=O)NC(CCC(=O)O)C(=O)O)C=C1
NC1=NC(=O)NC=C1Br
O=C(C=CC1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34)C1=CC=CC=C1
COC1=CC(C(=O)O)=CC=C1O
COC1=CC=C(C(=O)C=CC2=CC=C3C=CC4=CC=CC5=CC=C2C3=C45)C=C1
NC1=CC=C([N+](=O)[O-])C=C1N
O=C(O)C1=CC=C(O)C=C1O
CC(C)=NNC(=O)C1=CC=CN=C1
O=C1C(C2=CC=CC=C2)=C([O-])N(C2=CC=CC=C2)C(C2=CC=CC=C2)=[N+]1C1=CC=CC=C1
O=C1C(C2=CC=CC=C2)=C([O-])[N+](C2=CC=CC=C2)=C(C2=CC=CC=C2)N1C1=CC=CC=C1
CCOC1=C(OCC)C(=O)C(=C(C#N)C#N)C1=O
CC(CCC(N)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
CCC(O)CC
CC(CCC1CC1(C)C)C1CCC2(C)C3CCC4C(C)(CCC(O)C4(C)C)C3=CCC12C
CC
CC1=CC(OCC2=CC=CC(Cl)=C2)=CC(=O)O1
NC(=O)OC1=CC=CC=C1
C(C=CC1=CC=NC=C1)=CC1=CC=NC=C1
C(=CC=CC1=CC=NC=C1)C=CC1=CC=NC=C1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1=CC=CC(Cl)=C1Cl
CC(O)=C1C(=O)C=C2OC3=C(C4=CSC(C5=CC=CC=C5)=N4)C(O)=C(C)C(O)=C3C2(C)C1=O
CC(=O)C1=C(O)C=C2OC3=C(C4=CSC(C5=CC=CC=C5)=N4)C(O)=C(C)C(O)=C3C2(C)C1=O
CC1=C(C(=O)C2=CC=CC=C2)SC2=CC=CC=C2N1
CC1=NC2=CC=CC=C2S1
BrC(Br)=C(Br)Br
OC1=CC=C(C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1
CC(C)=NNC(N)=S
C[N+]1=C(C=C(C#N)C2=CC=C([C-](C#N)C#N)C=C2)C(C)(C)C2=CC=CC=C21
CC(C)CC([NH3+])C(=O)[O-]
CCC([NH3+])C(=O)[O-]
CCCC([NH3+])C(=O)[O-]
CSCCC([NH3+])C(=O)[O-]
CC(C)C([NH3+])C(=O)[O-]
O=C(O)C12CCCC(C(=O)O)(C1)C(C1CC1)(C1CC1)O2
C
IC(I)=C(I)I
CN(C)C1=NC=NC2=C1N=CN2
CC1=C([NH+]=C(C2=CC=CC=C2)N(C)[O-])C(C)=CC=C1
CC1=C(N=C(C2=CC=CC=C2)N(C)O)C(C)=CC=C1
C1CCC2=C(C1)SC(=C1SC3=C(CCCC3)S1)S2
COC(=O)C1=CC2=C(C=C1C(=O)OC)OCC1=CC3=C(C=C1CO2)COC1=C(OC3)C2=CC=CC=C2C2=CC=CC=C12
COC(=O)C1=CC=C2OCC3=CC4=C(C=C3COC2=C1)COC1=C(OC4)C2=CC=CC=C2C2=CC=CC=C12
C(=CC1=CC=CN=C1)C1=CC=NC=C1
NC1=CC=C(S(=O)(=O)NC2=CC=CC=N2)C=C1
NC1=CC=C(S(=O)(=O)N=C2C=CC=CN2)C=C1
CN1C2CCCC1CC(OC(=O)NC1=NC3=CC=CC=C3N1)C2
[C]
C(#CC1=CC=C(C#CC2=CC=CC=C2)C=C1)C1=CC=CC=C1
FC1=C(F)C(F)=C(C#CC2=C(F)C(F)=C(C#CC3=C(F)C(F)=C(F)C(F)=C3F)C(F)=C2F)C(F)=C1F
O=C1CC2C3CC(CN2C=C1Br)C1CCCCN1C3
O=C1CCC(=O)N1
CC([NH3+])C(=O)[O-]
CC(OC1=CC=CC=C1)C(=O)O
CC1(C)CC(C)(C2=CC=C(O)C=C2)C2=CC=CC=C2O1
CC1(C)CC(C)(C2=CC=C(O)C=C2)C2=CC=CC=C2S1
CN(C)C(=O)N(C)C
CN(C(=O)N(C)C1=CC=CC(C(=O)O)=C1)C1=CC=CC(C(=O)O)=C1
C1=CC(C2=CC=C(C3=CC=NC=C3)C=C2)=CC=N1
C1=CC(C2=CC=C3C=C4C=C(C5=CC=NC=C5)C=CC4=CC3=C2)=CC=N1
O=C1CNC(=S)N1
CN1C=NC2=C(N)N=CN=C21
COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC
O=C(O)C1=CC=C(C(=O)O)S1
OC(C1=CC=C(F)C=C1)(C1=CC=C(F)C=C1)C1OC2(CCCCC2)OC1C(O)(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1
ClC1CCCCC1
BrC1CCCCC1
CC1=NN(C2=C(N3N=C(C)C=C3C)C(N3C=CC=N3)=C(N3N=C(C)C=C3C)C(N3N=C(C)C=C3C)=C2N2C=CC=N2)C(C)=C1
CCCCC(=O)O
CCC(C)C(=O)O
O=C1NC=C(F)C(=O)N1
OCC(F)(F)F
C1=[S]C(=C2[S]=CC=[S]2)[S]=C1
COC(=O)C(C#N)C(C#N)C(=O)OC
CN1C(=O)C=CNC1=O
O=C1C=CC(O)=NN1
C1N2CN3CN1CN(C2)C3
OC(C(O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
NC1=CC=C(S(=O)(=O)C2=CC=C(N)C=C2)C=C1
CCOC(=O)CC1(C)C(=CC2=CC=CC=C2)CCCC12OCCS2
IC#CC1=CC=C(I)C=C1
CC1=CC2=C(C=C1C)N(CC1=CC=C(Br)C=C1)C=N2
C1=CC=C(C2=CC=NC=C2)C=C1
C1=CC=C2C(=C1)N=CN2CC1=CC=C(CN2C=NC3=CC=CC=C32)C=C1
N#CC(C#N)=C1C=C(F)C(=C(C#N)C#N)C=C1F
