Unobstructed;Orthogonal planes;H-bonds bridging;exactmw;amw;lipinskiHBA;lipinskiHBD;NumRotatableBonds;NumHBD;NumHBA;NumHeavyAtoms;NumAtoms;NumHeteroatoms;NumAmideBonds;FractionCSP3;NumRings;NumAromaticRings;NumAliphaticRings;NumSaturatedRings;NumHeterocycles;NumAromaticHeterocycles;NumSaturatedHeterocycles;NumAliphaticHeterocycles;NumSpiroAtoms;NumBridgeheadAtoms;NumAtomStereoCenters;NumUnspecifiedAtomStereoCenters;labuteASA;tpsa;CrippenClogP;CrippenMR;chi0v;chi1v;chi2v;chi3v;chi4v;chi0n;chi1n;chi2n;chi3n;chi4n;hallKierAlpha;kappa1;kappa2;kappa3;Phi;exactmw;amw;lipinskiHBA;lipinskiHBD;NumRotatableBonds;NumHBD;NumHBA;NumHeavyAtoms;NumAtoms;NumHeteroatoms;NumAmideBonds;FractionCSP3;NumRings;NumAromaticRings;NumAliphaticRings;NumSaturatedRings;NumHeterocycles;NumAromaticHeterocycles;NumSaturatedHeterocycles;NumAliphaticHeterocycles;NumSpiroAtoms;NumBridgeheadAtoms;NumAtomStereoCenters;NumUnspecifiedAtomStereoCenters;labuteASA;tpsa;CrippenClogP;CrippenMR;chi0v;chi1v;chi2v;chi3v;chi4v;chi0n;chi1n;chi2n;chi3n;chi4n;hallKierAlpha;kappa1;kappa2;kappa3;Phi
0;0;1;122,0367794;122,123;2;1;1;1;1;9;15;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;52,75210109;37,3;1,3848;33,4013;4,742213232;2,588414546;1,020739643;1,020739643;0,580729834;4,742213232;2,588414546;1,020739643;1,020739643;0,580729834;-1,31;5,820039012;2,306763636;1,287705032;1,49171715;225,1014454;225,255;5;1;3;1;4;17;28;5;0;0,083333333;3;3;0;0;3;3;0;0;0;0;0;0;98,19776992;59,39;1,7165;63,1477;9,114763317;5,330954736;2,501220445;2,501220445;1,72983312;9,114763317;5,330954736;2,501220445;2,501220445;1,72983312;-2,43;9,771792363;4,209081014;1,943818397;2,419427395
1;0;1;225,1014454;225,255;5;1;3;1;4;17;28;5;0;0,083333333;3;3;0;0;3;3;0;0;0;0;0;0;98,19776992;59,39;1,7165;63,1477;9,114763317;5,330954736;2,501220445;2,501220445;1,72983312;9,114763317;5,330954736;2,501220445;2,501220445;1,72983312;-2,43;9,771792363;4,209081014;1,943818397;2,419427395;146,0579088;146,142;4;2;5;2;2;10;20;4;0;0,666666667;0;0;0;0;0;0;0;0;0;0;0;0;58,4754733;74,6;0,716;33,7396;5,539350897;3,062568667;1,031284334;1,031284334;0,55245145;5,539350897;3,062568667;1,031284334;1,031284334;0,55245145;-1,06;8,94;4,78480679;6,94;4,277617271
0;0;1;202,1205091;202,25;4;2;9;2;2;14;32;4;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;83,93524176;74,6;2,2764;52,2076;8,367778021;5,062568667;2,031284334;2,031284334;1,259558231;8,367778021;5,062568667;2,031284334;2,031284334;1,259558231;-1,06;12,94;8,534349381;10,94;7,888177214;225,1014454;225,255;5;1;3;1;4;17;28;5;0;0,083333333;3;3;0;0;3;3;0;0;0;0;0;0;98,19776992;59,39;1,7165;63,1477;9,114763317;5,330954736;2,501220445;2,501220445;1,72983312;9,114763317;5,330954736;2,501220445;2,501220445;1,72983312;-2,43;9,771792363;4,209081014;1,943818397;2,419427395
1;0;1;225,1014454;225,255;5;1;3;1;4;17;28;5;0;0,083333333;3;3;0;0;3;3;0;0;0;0;0;0;98,19776992;59,39;1,7165;63,1477;9,114763317;5,330954736;2,527784483;2,527784483;1,726376165;9,114763317;5,330954736;2,527784483;2,527784483;1,726376165;-2,43;9,771792363;4,209081014;1,943818397;2,419427395;122,0367794;122,123;2;1;1;1;1;9;15;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;52,75210109;37,3;1,3848;33,4013;4,742213232;2,588414546;1,020739643;1,020739643;0,580729834;4,742213232;2,588414546;1,020739643;1,020739643;0,580729834;-1,31;5,820039012;2,306763636;1,287705032;1,49171715
1;0;0;225,1014454;225,255;5;1;3;1;4;17;28;5;0;0,083333333;3;3;0;0;3;3;0;0;0;0;0;0;98,19776992;59,39;1,7165;63,1477;9,114763317;5,330954736;2,527784483;2,527784483;1,726376165;9,114763317;5,330954736;2,527784483;2,527784483;1,726376165;-2,43;9,771792363;4,209081014;1,943818397;2,419427395;146,0579088;146,142;4;2;5;2;2;10;20;4;0;0,666666667;0;0;0;0;0;0;0;0;0;0;0;0;58,4754733;74,6;0,716;33,7396;5,539350897;3,062568667;1,031284334;1,031284334;0,55245145;5,539350897;3,062568667;1,031284334;1,031284334;0,55245145;-1,06;8,94;4,78480679;6,94;4,277617271
1;0;0;164,1313485;164,252;2;0;2;0;2;12;28;2;0;0,4;1;1;0;0;0;0;0;0;0;0;0;0;74,41083892;6,48;1,8186;55,096;8,203828268;4,057435183;1,882504802;1,882504802;1,048917193;8,203828268;4,057435183;1,882504802;1,882504802;1,048917193;-1,18;8,912421442;3,47818158;1,906470582;2,583251674;292,76865;295,756;2;2;0;1;1;7;9;5;1;0,5;0;0;0;0;0;0;0;0;0;0;0;0;66,20824876;43,09;1,3102;38,7064;7,877481596;3,688740798;1,451757859;1,451757859;0;3,119491979;1,309745989;0,27939093;0,27939093;0;0,91;7,91;2,457568887;3,488871201;2,777052842
1;1;1;123,0320284;123,111;3;1;1;0;2;9;14;3;0;0;1;1;0;0;1;1;0;0;0;0;0;0;51,97174907;54,27;-1,1358;27,3282;4,625897658;2,479615496;0,942771224;0,942771224;0,520307337;4,625897658;2,479615496;0,942771224;0,942771224;0,520307337;-1,38;5,751233596;2,259334201;1,2528322;1,443773195;167,0218576;167,12;5;2;2;1;3;12;17;5;0;0;1;1;0;0;1;1;0;0;0;0;0;0;67,29244703;91,57;-1,4376;34,2875;5,904009274;3,074013105;1,268430624;1,268430624;0,717383615;5,904009274;3,074013105;1,268430624;1,268430624;0,717383615;-1,91;8,189108028;2,996670139;1,570828976;2,045004624
0;0;0;122,0367794;122,123;2;1;1;1;1;9;15;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;52,75210109;37,3;1,3848;33,4013;4,742213232;2,588414546;1,020739643;1,020739643;0,580729834;4,742213232;2,588414546;1,020739643;1,020739643;0,580729834;-1,31;5,820039012;2,306763636;1,287705032;1,49171715;231,0450916;231,682;2;0;2;0;1;16;26;3;0;0;2;2;0;0;0;0;0;0;0;0;0;0;99,01027189;26,07;3,6009;66,3474;9,262857997;5,252052525;2,363676316;2,363676316;1,546771486;8,506929051;4,874088052;2,128579213;2,128579213;1,362243107;-1,8;10,70900277;4,814939712;2,613154839;3,222700169
0;0;0;458,9944243;460,704;6;0;6;0;6;30;42;9;0;0;4;4;0;0;1;1;0;0;0;0;0;0;186,512064;66,36;7,2087;114,405;17,39626915;9,731327402;4,398118196;4,398118196;2,659495234;15,12848231;8,597433983;3,64218925;3,64218925;2,281530761;-3,06;20,22245804;9,172886457;5,508417635;6,183277048;311,7784864;314,802;0;0;0;0;0;9;12;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;79,03404594;0;3,9741;49,542;9,123933844;4,677992326;2,200840129;2,200840129;2,921509924;4,365944227;2,298997517;0,827326835;0,827326835;0,520178761;0,66;7,763519669;3,170355912;2,396618674;2,734791164
0;0;0;284,1160924;284,315;5;4;5;2;3;21;37;5;1;0,125;2;2;0;0;0;0;0;0;0;0;2;2;121,9552966;96,87;-0,423;74,4038;11,36005488;6,535363604;3,173635724;3,173635724;2,003403243;11,36005488;6,535363604;3,173635724;3,173635724;2,003403243;-2,66;14,7429563;6,673008166;3,67086676;4,684755607;154,0452359;154,234;1;0;1;0;1;10;20;2;0;0,25;1;1;0;0;0;0;0;0;0;0;1;1;63,53554155;17,07;1,73242;43,5114;6,942394239;4,658484512;2,239253836;2,239253836;1,416212435;6,125897658;3,100406307;1,321465332;1,321465332;0,794150531;-0,63;7,476723586;2,971125758;1,672952222;2,221428603
1;0;0;284,1160924;284,315;5;4;5;2;3;21;37;5;1;0,125;2;2;0;0;0;0;0;0;0;0;2;2;121,9552966;96,87;-0,423;74,4038;11,36005488;6,535363604;3,173635724;3,173635724;2,003403243;11,36005488;6,535363604;3,173635724;3,173635724;2,003403243;-2,66;14,7429563;6,673008166;3,67086676;4,684755607;173,9906135;174,652;1;0;1;0;1;10;17;3;0;0,142857143;1;1;0;0;0;0;0;0;0;0;1;1;67,47386566;17,07;2,0774;43,7844;7,076287658;4,731414286;2,563367409;2,563367409;1,752396639;5,503862131;2,795371608;1,146344928;1,146344928;0,677857633;-0,34;7,763519669;3,170355912;1,580917793;2,461312048
0;0;0;154,0452359;154,234;1;0;2;0;1;10;20;2;0;0,25;1;1;0;0;0;0;0;0;0;0;1;1;63,53554155;17,07;1,5651;44,2124;6,726851289;4,855007268;1,952614059;1,952614059;1,470809851;5,910354708;3,127827085;1,212754461;1,212754461;0,808943664;-0,63;7,476723586;3,516733871;2,313265193;2,629364708;284,1160924;284,315;5;4;5;2;3;21;37;5;1;0,125;2;2;0;0;0;0;0;0;0;0;2;2;121,9552966;96,87;-0,423;74,4038;11,36005488;6,535363604;3,173635724;3,173635724;2,003403243;11,36005488;6,535363604;3,173635724;3,173635724;2,003403243;-2,66;14,7429563;6,673008166;3,67086676;4,684755607
0;0;1;326,1419132;326,399;3;0;4;0;2;25;43;3;0;0,045454545;4;4;0;0;1;1;0;0;0;0;0;0;146,5646515;31,87;4,5038;99,808;13,74738657;8,298017525;4,266358472;4,266358472;3,141010149;13,74738657;8,298017525;4,266358472;4,266358472;3,141010149;-3,33;15,21253413;6,653367511;3,041630259;4,048583213;183,9958986;184,035;2;2;0;2;2;11;13;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;56,05081518;40,46;0,7919;19,2786;4,662214029;2,081107015;0,790565908;0,790565908;0,160714286;4,662214029;2,081107015;0,790565908;0,790565908;0,160714286;-0,5;10,5;2,24122449;1,744897959;2,139350649
0;0;0;89,99530854;90,034;4;2;0;2;2;6;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33,01570485;74,6;-0,8444;15,2716;2,710923772;1,105461886;0,18295376;0,18295376;0;2,710923772;1,105461886;0,18295376;0,18295376;0;-1,06;4,94;1,395522956;1,280136054;1,148980567;180,0647255;180,167;6;1;0;1;5;13;21;6;0;0,285714286;2;2;0;0;2;2;0;0;0;0;0;0;72,45404342;72,68;-1,0397;46,5757;7,235487637;3,717583495;2,029396146;2,029396146;1,268923286;7,235487637;3,717583495;2,029396146;2,029396146;1,268923286;-1,85;7,781340073;2,317238171;0,850794084;1,387016787
1;0;0;104,0109586;104,061;4;2;2;2;2;7;11;4;0;0,333333333;0;0;0;0;0;0;0;0;0;0;0;0;39,38064696;74,6;-0,4543;19,8886;3,418030553;1,562568667;0,30245145;0,30245145;0,129367844;3,418030553;1,562568667;0,30245145;0,30245145;0,129367844;-1,06;5,94;2,17343423;4,94;1,84431419;180,0647255;180,167;6;1;0;1;5;13;21;6;0;0,285714286;2;2;0;0;2;2;0;0;0;0;0;0;72,45404342;72,68;-1,0397;46,5757;7,235487637;3,717583495;2,029396146;2,029396146;1,268923286;7,235487637;3,717583495;2,029396146;2,029396146;1,268923286;-1,85;7,781340073;2,317238171;0,850794084;1,387016787
1;1;1;116,0109586;116,072;4;2;2;2;2;8;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45,05598604;74,6;-0,2882;24,4116;3,86562431;1,766145488;0,368487295;0,368487295;0,142576981;3,86562431;1,766145488;0,368487295;0,368487295;0,142576981;-1,32;6,68;2,787963713;4,68;2,327949701;180,0647255;180,167;6;1;0;1;5;13;21;6;0;0,285714286;2;2;0;0;2;2;0;0;0;0;0;0;72,45404342;72,68;-1,0397;46,5757;7,235487637;3,717583495;2,029396146;2,029396146;1,268923286;7,235487637;3,717583495;2,029396146;2,029396146;1,268923286;-1,85;7,781340073;2,317238171;0,850794084;1,387016787
0;0;1;180,0647255;180,167;6;1;0;1;5;13;21;6;0;0,285714286;2;2;0;0;2;2;0;0;0;0;0;0;72,45404342;72,68;-1,0397;46,5757;7,235487637;3,717583495;2,029396146;2,029396146;1,268923286;7,235487637;3,717583495;2,029396146;2,029396146;1,268923286;-1,85;7,781340073;2,317238171;0,850794084;1,387016787;132,0422587;132,115;4;2;4;2;2;9;17;4;0;0,6;0;0;0;0;0;0;0;0;0;0;0;0;52,11053119;74,6;0,3259;29,1226;4,832244115;2,562568667;0,781284334;0,781284334;0,390839798;4,832244115;2,562568667;0,781284334;0,781284334;0,390839798;-1,06;7,94;3,884108522;6,94;3,426646851
1;0;0;70,02794606;70,055;4;1;0;1;3;5;7;4;0;0;1;1;0;0;1;1;0;0;0;0;0;0;28,20486819;54,46;-0,8003;14,1777;2,418991056;1,170480822;0,269566218;0,269566218;0,129099445;2,418991056;1,170480822;0,269566218;0,269566218;0,129099445;-0,93;2,315700246;0,794127523;0,212186189;0,36779226;270,1341424;270,3;8;0;2;0;8;20;34;8;0;0,333333333;3;3;0;0;3;3;0;0;0;0;0;0;115,035326;87,2;0,87168;70,814;11,7324093;6,190768516;2,855851824;2,855851824;2,051074839;11,7324093;6,190768516;2,855851824;2,855851824;2,051074839;-2,64;12,39668636;4,477685928;2,044513187;2,775423404
1;0;0;85,0388451;85,07;5;3;0;2;4;6;9;5;0;0;1;1;0;0;1;1;0;0;0;0;0;0;33,54475889;80,48;-1,2181;18,5901;2,918991056;1,38588873;0,361727468;0,361727468;0,166490801;2,918991056;1,38588873;0,361727468;0,361727468;0,166490801;-1,13;3,075338809;0,925121035;0,291265407;0,47417677;270,1341424;270,3;8;0;2;0;8;20;34;8;0;0,333333333;3;3;0;0;3;3;0;0;0;0;0;0;115,035326;87,2;0,87168;70,814;11,7324093;6,190768516;2,855851824;2,855851824;2,051074839;11,7324093;6,190768516;2,855851824;2,855851824;2,051074839;-2,64;12,39668636;4,477685928;2,044513187;2,775423404
1;0;1;117,0578492;117,151;1;1;0;1;0;9;16;1;0;0;2;2;0;0;1;1;0;0;0;0;0;0;53,32222807;15,79;2,1679;38,2987;4,964101615;2,988033872;1,462517642;1,462517642;0,995014113;4,964101615;2,988033872;1,462517642;1,462517642;0,995014113;-1,24;4,621116324;1,621724282;0,616663403;0,832686283;270,1341424;270,3;8;0;2;0;8;20;34;8;0;0,333333333;3;3;0;0;3;3;0;0;0;0;0;0;115,035326;87,2;0,87168;70,814;11,7324093;6,190768516;2,855851824;2,855851824;2,051074839;11,7324093;6,190768516;2,855851824;2,855851824;2,051074839;-2,64;12,39668636;4,477685928;2,044513187;2,775423404
1;1;1;119,0483472;119,127;3;1;0;1;2;9;14;3;0;0;2;2;0;0;1;1;0;0;0;0;0;0;51,69843117;41,57;0,9579;33,8887;4,703828268;2,724563865;1,232236788;1,232236788;0,788119872;4,703828268;2,724563865;1,232236788;1,232236788;0,788119872;-1,38;4,494241633;1,548525511;0,579135092;0,77327198;270,1341424;270,3;8;0;2;0;8;20;34;8;0;0,333333333;3;3;0;0;3;3;0;0;0;0;0;0;115,035326;87,2;0,87168;70,814;11,7324093;6,190768516;2,855851824;2,855851824;2,051074839;11,7324093;6,190768516;2,855851824;2,855851824;2,051074839;-2,64;12,39668636;4,477685928;2,044513187;2,775423404
1;1;0;345,0337555;346,192;7;1;3;1;7;21;33;8;0;0,153846154;3;3;0;0;2;2;0;0;0;0;0;0;129,1156181;81,41;2,57524;81,6427;13,03399393;7,045945565;3,296396781;3,296396781;2,116912927;11,44799739;6,252947295;2,767731268;2,767731268;1,85258017;-2,35;13,6247375;5,565751218;3,049603886;3,611042824;119,0483472;119,127;3;1;0;1;2;9;14;3;0;0;2;2;0;0;1;1;0;0;0;0;0;0;51,69843117;41,57;0,9579;33,8887;4,703828268;2,724563865;1,232236788;1,232236788;0,788119872;4,703828268;2,724563865;1,232236788;1,232236788;0,788119872;-1,38;4,494241633;1,548525511;0,579135092;0,77327198
0;0;1;432,2273741;432,528;8;4;12;2;6;32;60;8;2;0,25;3;3;0;0;2;2;0;0;0;0;0;0;187,4269173;118,44;1,4516;121,5328;17,93089542;10,36661435;4,817724645;4,817724645;3,484169942;17,93089542;10,36661435;4,817724645;4,817724645;3,484169942;-3,62;23,05174144;11,68558334;7,899444245;8,417907677;180,0647255;180,167;6;1;0;1;5;13;21;6;0;0,285714286;2;2;0;0;2;2;0;0;0;0;0;0;72,45404342;72,68;-1,0397;46,5757;7,235487637;3,717583495;2,029396146;2,029396146;1,268923286;7,235487637;3,717583495;2,029396146;2,029396146;1,268923286;-1,85;7,781340073;2,317238171;0,850794084;1,387016787
1;1;0;184,0748963;184,202;4;0;2;0;4;14;22;4;0;0;2;2;0;0;2;2;0;0;0;0;0;0;81,37457113;50,5;2,892;52,65;7,407656536;4,168043026;1,572789123;1,572789123;0,941266558;7,407656536;4,168043026;1,572789123;1,572789123;0,941266558;-2,1;8,496118022;4,225738697;2,195288486;2,564455336;146,0579088;146,142;4;2;5;2;2;10;20;4;0;0,666666667;0;0;0;0;0;0;0;0;0;0;0;0;58,4754733;74,6;0,716;33,7396;5,539350897;3,062568667;1,031284334;1,031284334;0,55245145;5,539350897;3,062568667;1,031284334;1,031284334;0,55245145;-1,06;8,94;4,78480679;6,94;4,277617271
1;0;1;184,0748963;184,202;4;0;2;0;4;14;22;4;0;0;2;2;0;0;2;2;0;0;0;0;0;0;81,37457113;50,5;2,892;52,65;7,407656536;4,168043026;1,572789123;1,572789123;0,941266558;7,407656536;4,168043026;1,572789123;1,572789123;0,941266558;-2,1;8,496118022;4,225738697;2,195288486;2,564455336;174,0892089;174,196;4;2;7;2;2;12;26;4;0;0,75;0;0;0;0;0;0;0;0;0;0;0;0;71,20535753;74,6;1,4962;42,9736;6,953564459;4,062568667;1,531284334;1,531284334;0,906004841;6,953564459;4,062568667;1,531284334;1,531284334;0,906004841;-1,06;10,94;6,637839971;8,94;6,051497441
1;0;0;202,1205091;202,25;4;2;9;2;2;14;32;4;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;83,93524176;74,6;2,2764;52,2076;8,367778021;5,062568667;2,031284334;2,031284334;1,259558231;8,367778021;5,062568667;2,031284334;2,031284334;1,259558231;-1,06;12,94;8,534349381;10,94;7,888177214;184,0748963;184,202;4;0;2;0;4;14;22;4;0;0;2;2;0;0;2;2;0;0;0;0;0;0;81,37457113;50,5;2,892;52,65;7,407656536;4,168043026;1,572789123;1,572789123;0,941266558;7,407656536;4,168043026;1,572789123;1,572789123;0,941266558;-2,1;8,496118022;4,225738697;2,195288486;2,564455336
1;1;0;184,0748963;184,202;4;0;2;0;4;14;22;4;0;0;2;2;0;0;2;2;0;0;0;0;0;0;81,37457113;50,5;2,892;52,65;7,407656536;4,168043026;1,606390267;1,606390267;0,936893817;7,407656536;4,168043026;1,606390267;1,606390267;0,936893817;-2,1;8,496118022;4,225738697;2,195288486;2,564455336;174,0892089;174,196;4;2;7;2;2;12;26;4;0;0,75;0;0;0;0;0;0;0;0;0;0;0;0;71,20535753;74,6;1,4962;42,9736;6,953564459;4,062568667;1,531284334;1,531284334;0,906004841;6,953564459;4,062568667;1,531284334;1,531284334;0,906004841;-1,06;10,94;6,637839971;8,94;6,051497441
1;0;0;222,0905463;222,251;4;0;2;0;4;17;27;4;0;0;3;3;0;0;2;2;0;0;0;0;0;0;98,62366738;43,6;2,3293;64,59;9,062357074;5,271248723;2,563758836;2,563758836;1,686025648;9,062357074;5,271248723;2,563758836;2,563758836;1,686025648;-2,49;9,715920755;4,172717454;1,922744514;2,384811301;110,0367794;110,112;2;2;0;2;2;8;14;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;47,01987062;40,46;1,0978;29,7716;4,203828268;2,268580801;0,849709243;0,849709243;0,452632399;4,203828268;2,268580801;0,849709243;0,849709243;0,452632399;-1,18;4,966627566;1,738120536;0,904141896;1,079074671
1;1;0;110,0367794;110,112;2;2;0;2;2;8;14;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;47,01987062;40,46;1,0978;29,7716;4,203828268;2,268580801;0,829737489;0,829737489;0,49303061;4,203828268;2,268580801;0,829737489;0,829737489;0,49303061;-1,18;4,966627566;1,738120536;0,904141896;1,079074671;222,0905463;222,251;4;0;2;0;4;17;27;4;0;0;3;3;0;0;2;2;0;0;0;0;0;0;98,62366738;43,6;2,3293;64,59;9,062357074;5,271248723;2,563758836;2,563758836;1,686025648;9,062357074;5,271248723;2,563758836;2,563758836;1,686025648;-2,49;9,715920755;4,172717454;1,922744514;2,384811301
1;0;0;110,0367794;110,112;2;2;0;2;2;8;14;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;47,01987062;40,46;1,0978;29,7716;4,203828268;2,268580801;0,829737489;0,829737489;0,49303061;4,203828268;2,268580801;0,829737489;0,829737489;0,49303061;-1,18;4,966627566;1,738120536;0,904141896;1,079074671;157,0639972;157,176;3;0;1;0;3;12;19;3;0;0;2;2;0;0;2;2;0;0;0;0;0;0;70,14744127;38,67;1,5386;45,263;6,383092671;3,620560544;1,574229057;1,574229057;0,992527349;6,383092671;3,620560544;1,574229057;1,574229057;0,992527349;-1,77;6,910659948;3,087390555;1,294503093;1,777992188
1;1;0;110,0367794;110,112;2;2;0;2;2;8;14;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;47,01987062;40,46;1,0978;29,7716;4,203828268;2,268580801;0,849709243;0,849709243;0,452632399;4,203828268;2,268580801;0,849709243;0,849709243;0,452632399;-1,18;4,966627566;1,738120536;0,904141896;1,079074671;157,0639972;157,176;3;0;1;0;3;12;19;3;0;0;2;2;0;0;2;2;0;0;0;0;0;0;70,14744127;38,67;1,5386;45,263;6,383092671;3,620560544;1,574229057;1,574229057;0,992527349;6,383092671;3,620560544;1,574229057;1,574229057;0,992527349;-1,77;6,910659948;3,087390555;1,294503093;1,777992188
0;0;1;73,08914935;73,139;1;1;2;1;1;5;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;33,38393955;12,03;0,6158;24,2177;3,914213562;2,121320344;0,5;0,5;0,25;3,914213562;2,121320344;0,5;0,5;0,25;-0,04;4,96;3,96;3,96;3,92832;590,2245802;590,722;2;2;4;2;2;46;76;2;0;0,045454545;9;7;2;0;0;0;0;0;0;0;0;0;268,0806578;40,46;9,5498;185,2716;25,06023473;15,73268242;9,988376993;9,988376993;7,934461447;25,06023473;15,73268242;9,988376993;9,988376993;7,934461447;-5,54;26,82706865;9,984057036;3,598788432;5,822673555
1;0;0;178,0279461;178,154;4;0;0;0;4;14;16;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;80,4614903;95,16;1,17332;45,302;6,94355492;3,549127729;1,639497758;1,639497758;0,969681657;6,94355492;3,549127729;1,639497758;1,639497758;0,969681657;-2,82;9,269445438;3,72297052;1,369296118;2,464990864;195,0684139;195,221;2;0;1;0;2;15;24;2;0;0;3;3;0;0;1;1;0;0;0;0;0;0;86,74032831;22;2,8328;61,5925;8,051614309;4,845815284;2,722754321;2,722754321;2,066264294;8,051614309;4,845815284;2,722754321;2,722754321;2,066264294;-2,09;8,237481995;2,953088807;1,0171933;1,621734392
1;1;0;178,0279461;178,154;4;0;0;0;4;14;16;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;80,4614903;95,16;1,17332;45,302;6,94355492;3,549127729;1,639497758;1,639497758;0,969681657;6,94355492;3,549127729;1,639497758;1,639497758;0,969681657;-2,82;9,269445438;3,72297052;1,369296118;2,464990864;209,084064;209,248;2;0;0;0;2;16;27;2;0;0,071428571;3;3;0;0;1;1;0;0;0;0;0;0;93,10527042;22;3,4546;65,7445;8,974264039;5,279645077;2,894971157;2,894971157;2,261788025;8,974264039;5,279645077;2,894971157;2,894971157;2,261788025;-2,09;9,158814336;3,203248364;1,099336006;1,833622315
1;1;0;178,0279461;178,154;4;0;0;0;4;14;16;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;80,4614903;95,16;1,17332;45,302;6,94355492;3,549127729;1,639497758;1,639497758;0,969681657;6,94355492;3,549127729;1,639497758;1,639497758;0,969681657;-2,82;9,269445438;3,72297052;1,369296118;2,464990864;230,0731649;230,266;1;0;1;0;1;18;28;1;0;0;4;4;0;0;0;0;0;0;0;0;0;0;103,9818858;17,07;4,3965;75,5335;9,681750982;6,000445138;3,689359556;3,689359556;2,860637211;9,681750982;6,000445138;3,689359556;3,689359556;2,860637211;-2,41;9,602800788;3,29659727;1,083417814;1,758698159
1;0;0;178,0279461;178,154;4;0;0;0;4;14;16;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;80,4614903;95,16;1,17332;45,302;6,94355492;3,549127729;1,639497758;1,639497758;0,969681657;6,94355492;3,549127729;1,639497758;1,639497758;0,969681657;-2,82;9,269445438;3,72297052;1,369296118;2,464990864;244,088815;244,293;1;0;1;0;1;19;31;1;0;0,055555556;4;4;0;0;0;0;0;0;0;0;0;0;110,3468279;17,07;4,7866;80,1505;10,60440071;6,430191889;3,907961733;3,907961733;3,042310641;10,60440071;6,430191889;3,907961733;3,907961733;3,042310641;-2,41;10,50678256;3,546481878;1,326476645;1,961163891
0;0;0;193,0851266;193,206;5;2;2;2;3;14;25;5;2;0,222222222;1;1;0;0;1;1;0;0;0;0;0;0;81,53358813;71,09;0,9984;52,8444;7,995760984;4,099478822;1,357293837;1,357293837;0,934652945;7,995760984;4,099478822;1,357293837;1,357293837;0,934652945;-1,91;10,17271299;4,361157693;3,220377951;3,168914679;452,2099928;452,554;5;1;5;1;4;34;62;5;0;0,24137931;5;4;1;0;2;1;0;1;0;0;0;0;198,2373063;64,09;5,30484;134,5347;19,72148204;11,7571294;6,628620292;6,628620292;4,794545348;19,72148204;11,7571294;6,628620292;6,628620292;4,794545348;-3,86;21,95812784;8,487810599;3,394665338;5,481659713
1;0;1;118,0490754;118,096;6;6;0;4;4;8;14;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45,07116401;117,22;-1,5208;26,8178;3,94355492;1,674563865;0,477902832;0,477902832;0,102456386;3,94355492;1,674563865;0,477902832;0,477902832;0,102456386;-1,46;6,54;2,669721591;1,330169178;2,182497401;210,0429274;210,192;4;0;0;0;4;16;22;4;0;0;3;2;1;0;2;2;0;0;0;0;0;0;90,97489056;59,92;1,5226;56,129;8,175025387;4,782543268;2,535209424;2,535209424;1,799089473;8,175025387;4,782543268;2,535209424;2,535209424;1,799089473;-2,36;8,909124352;3,064489165;1,03743488;1,70636969
1;1;1;150,0164379;150,086;6;4;3;4;4;10;16;6;0;0,5;0;0;0;0;0;0;0;0;0;0;2;2;55,33405658;115,06;-2,1226;27,2852;4,760051501;2,282543268;0,80510447;0,80510447;0,27010171;4,760051501;2,282543268;0,80510447;0,80510447;0,27010171;-1,14;8,86;3,136253269;1,997375402;2,778720396;173,0476785;173,171;3;1;1;0;2;13;20;3;0;0;2;2;0;0;1;1;0;0;0;0;0;0;74,6534136;54,27;0,0174;44,8342;6,780598196;3,896282162;1,879599628;1,879599628;1,23511572;6,780598196;3,896282162;1,879599628;1,879599628;1,23511572;-1,9;7,733836487;2,860302315;1,356771974;1,701623878
0;0;0;139,026943;139,11;4;1;1;1;3;10;15;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;56,87861259;63,37;1,3004;34,7612;5,020324849;2,633729172;1,060527754;1,060527754;0,574348523;5,020324849;2,633729172;1,060527754;1,060527754;0,574348523;-1,58;6,538764846;2,344994096;1,222616942;1,533336496;165,0789786;165,192;3;3;3;1;2;12;23;3;0;0,222222222;1;1;0;0;0;0;0;0;0;0;1;1;70,82187601;67,77;-1,4105;41,8291;6,694811758;3,777656999;1,658259896;1,658259896;0,981944465;6,694811758;3,777656999;1,658259896;1,658259896;0,981944465;-1,35;8,743896714;3,875200928;2,358651236;2,823696389
